Configuration: 0705_1
Duration: 0.400 s
Sample Rate: 50 kHz
ConfigID: 11
Comment: 
MeasurementID: 561
Result: NOK
Date: 11/18/2020 2:01:36 PM
User Comment: 
Index;Time;P Raw;Plasma;T Raw;Temp;BR Raw;BR;AN Power
81;0.001620;0.223;0.030;0.546;0.077;4.340;1.410;3.189
82;0.001640;0.222;0.031;0.505;0.079;4.252;1.438;3.191
83;0.001660;0.196;0.032;0.452;0.081;4.270;1.466;3.190
84;0.001680;0.176;0.033;0.414;0.084;4.600;1.494;3.188
85;0.001700;0.151;0.034;0.403;0.086;4.889;1.522;3.189
86;0.001720;0.156;0.034;0.390;0.088;4.715;1.550;3.189
87;0.001740;0.203;0.035;0.408;0.090;4.208;1.578;3.187
88;0.001760;0.256;0.036;0.505;0.093;3.761;1.606;3.188
89;0.001780;0.322;0.037;0.606;0.095;4.563;1.634;3.189
90;0.001800;0.262;0.038;0.613;0.097;4.367;1.661;3.189
91;0.001820;0.161;0.039;0.544;0.100;4.202;1.689;3.188
92;0.001840;0.118;0.040;0.482;0.102;4.858;1.716;3.188
93;0.001860;0.127;0.041;0.443;0.104;4.475;1.744;3.190
94;0.001880;0.163;0.042;0.430;0.107;4.076;1.771;3.191
95;0.001900;0.185;0.043;0.425;0.109;4.164;1.799;3.187
96;0.001920;0.188;0.044;0.434;0.112;4.092;1.826;3.189
97;0.001940;0.197;0.045;0.449;0.114;3.896;1.853;3.189
98;0.001960;0.151;0.045;0.412;0.117;4.003;1.880;3.187
99;0.001980;0.103;0.046;0.357;0.119;4.360;1.907;3.187
100;0.002000;0.108;0.047;0.344;0.122;4.724;1.933;3.188
101;0.002020;0.118;0.048;0.320;0.124;4.512;1.960;3.190
102;0.002040;0.128;0.049;0.304;0.126;4.043;1.987;3.189
103;0.002060;0.172;0.050;0.359;0.129;4.345;2.013;3.187
104;0.002080;0.225;0.051;0.427;0.131;4.770;2.040;3.187
105;0.002100;0.202;0.052;0.439;0.134;4.547;2.066;3.188
106;0.002120;0.131;0.053;0.417;0.136;4.927;2.092;3.188
107;0.002140;0.112;0.054;0.412;0.139;4.497;2.118;3.188
108;0.002160;0.103;0.055;0.386;0.141;3.970;2.145;3.189
109;0.002180;0.109;0.056;0.361;0.143;5.164;2.171;3.188
110;0.002200;0.123;0.057;0.359;0.146;4.400;2.196;3.187
111;0.002220;0.148;0.058;0.401;0.148;3.609;2.222;3.188
112;0.002240;0.145;0.059;0.460;0.151;3.074;2.248;3.189
113;0.002260;0.128;0.059;0.461;0.153;3.096;2.273;3.188
114;0.002280;0.154;0.060;0.483;0.155;3.430;2.298;3.188
115;0.002300;0.162;0.061;0.613;0.158;3.181;2.323;3.188
116;0.002320;0.204;0.062;0.701;0.160;3.545;2.347;3.189
117;0.002340;0.241;0.063;0.685;0.163;4.025;2.372;3.188
118;0.002360;0.179;0.064;0.617;0.165;4.125;2.396;3.187
119;0.002380;0.196;0.065;0.586;0.168;4.336;2.419;3.189
120;0.002400;0.205;0.066;0.560;0.170;4.286;2.443;3.189
121;0.002420;0.156;0.067;0.496;0.173;4.274;2.467;3.187
122;0.002440;0.168;0.068;0.449;0.176;3.924;2.490;3.186
123;0.002460;0.197;0.069;0.465;0.178;3.431;2.513;3.189
124;0.002480;0.187;0.070;0.493;0.181;3.203;2.536;3.190
125;0.002500;0.184;0.070;0.522;0.183;2.635;2.559;3.187
126;0.002520;0.159;0.071;0.522;0.186;3.375;2.582;3.187
127;0.002540;0.183;0.072;0.557;0.189;3.706;2.604;3.190
128;0.002560;0.178;0.073;0.571;0.191;3.371;2.625;3.189
129;0.002580;0.152;0.074;0.566;0.194;3.666;2.647;3.187
130;0.002600;0.144;0.075;0.566;0.196;3.920;2.668;3.187
131;0.002620;0.125;0.076;0.520;0.199;3.578;2.690;3.188
132;0.002640;0.106;0.077;0.452;0.202;3.371;2.710;3.188
133;0.002660;0.101;0.078;0.408;0.204;3.820;2.731;3.187
134;0.002680;0.110;0.079;0.397;0.207;3.710;2.752;3.188
135;0.002700;0.135;0.080;0.388;0.210;3.942;2.772;3.190
136;0.002720;0.128;0.081;0.353;0.212;3.785;2.792;3.189
137;0.002740;0.085;0.081;0.337;0.215;3.873;2.812;3.187
138;0.002760;0.082;0.082;0.319;0.217;4.816;2.832;3.189
139;0.002780;0.113;0.083;0.315;0.220;4.902;2.851;3.190
140;0.002800;0.089;0.084;0.295;0.222;4.935;2.871;3.188
141;0.002820;0.123;0.085;0.348;0.225;4.775;2.891;3.188
142;0.002840;0.180;0.086;0.478;0.227;5.052;2.910;3.189
143;0.002860;0.169;0.086;0.533;0.230;4.435;2.930;3.188
144;0.002880;0.099;0.087;0.485;0.232;4.345;2.949;3.188
145;0.002900;0.096;0.088;0.445;0.235;4.308;2.969;3.189
146;0.002920;0.110;0.089;0.414;0.237;4.739;2.988;3.188
147;0.002940;0.107;0.089;0.357;0.240;4.852;3.007;3.188
148;0.002960;0.098;0.090;0.326;0.242;4.799;3.026;3.188
149;0.002980;0.134;0.091;0.355;0.244;4.384;3.045;3.188
150;0.003000;0.169;0.092;0.361;0.247;4.078;3.064;3.189
151;0.003020;0.188;0.092;0.350;0.249;4.611;3.083;3.187
152;0.003040;0.168;0.093;0.355;0.251;3.966;3.101;3.186
153;0.003060;0.172;0.094;0.368;0.253;4.182;3.120;3.189
154;0.003080;0.158;0.095;0.361;0.256;4.611;3.138;3.189
155;0.003100;0.121;0.095;0.320;0.258;4.585;3.156;3.186
156;0.003120;0.149;0.096;0.322;0.260;4.955;3.174;3.187
157;0.003140;0.187;0.097;0.352;0.262;4.832;3.192;3.188
158;0.003160;0.196;0.098;0.348;0.264;4.519;3.210;3.189
159;0.003180;0.171;0.098;0.324;0.266;5.138;3.228;3.186
160;0.003200;0.162;0.099;0.344;0.269;5.012;3.246;3.186
161;0.003220;0.199;0.100;0.370;0.271;4.988;3.264;3.189
162;0.003240;0.230;0.100;0.375;0.273;5.555;3.282;3.188
163;0.003260;0.208;0.101;0.379;0.275;4.995;3.300;3.190
164;0.003280;0.184;0.102;0.403;0.277;5.175;3.317;3.188
165;0.003300;0.160;0.103;0.405;0.279;5.821;3.335;3.188
166;0.003320;0.135;0.103;0.390;0.281;5.933;3.353;3.192
167;0.003340;0.121;0.104;0.385;0.283;6.107;3.371;3.187
168;0.003360;0.111;0.105;0.372;0.284;6.335;3.389;3.191
169;0.003380;0.145;0.106;0.350;0.286;5.826;3.407;3.187
170;0.003400;0.157;0.106;0.341;0.288;4.968;3.425;3.189
171;0.003420;0.135;0.107;0.339;0.290;5.034;3.443;3.187
172;0.003440;0.118;0.108;0.350;0.292;3.452;3.461;3.191
173;0.003460;0.113;0.108;0.330;0.294;4.554;3.479;3.189
174;0.003480;0.106;0.109;0.293;0.296;6.442;3.497;3.186
175;0.003500;0.211;0.110;0.337;0.297;4.611;3.515;3.190
176;0.003520;0.304;0.110;0.461;0.299;5.041;3.532;3.191
177;0.003540;0.306;0.111;0.529;0.301;5.169;3.550;3.191
178;0.003560;0.198;0.112;0.526;0.303;4.627;3.567;3.188
179;0.003580;0.200;0.112;0.560;0.304;4.567;3.585;3.189
180;0.003600;0.263;0.113;0.617;0.306;5.149;3.602;3.189
181;0.003620;0.244;0.114;0.623;0.308;5.354;3.619;3.190
182;0.003640;0.259;0.114;0.634;0.310;4.360;3.636;3.190
183;0.003660;0.349;0.115;0.747;0.311;4.080;3.653;3.188
184;0.003680;0.396;0.116;0.862;0.313;4.098;3.670;3.190
185;0.003700;0.399;0.117;0.886;0.315;4.587;3.686;3.190
186;0.003720;0.354;0.117;0.879;0.317;4.764;3.703;3.186
187;0.003740;0.322;0.118;0.868;0.319;4.124;3.719;3.193
188;0.003760;0.233;0.119;0.820;0.321;3.918;3.735;3.189
189;0.003780;0.147;0.120;0.705;0.323;4.059;3.750;3.189
190;0.003800;0.124;0.121;0.597;0.325;4.352;3.766;3.189
191;0.003820;0.131;0.122;0.558;0.327;4.301;3.781;3.190
192;0.003840;0.150;0.122;0.520;0.330;4.415;3.796;3.189
193;0.003860;0.192;0.123;0.511;0.332;4.380;3.811;3.190
194;0.003880;0.257;0.124;0.569;0.334;5.142;3.826;3.189
195;0.003900;0.354;0.125;0.679;0.336;5.028;3.841;3.189
196;0.003920;0.313;0.126;0.727;0.338;4.497;3.855;3.189
197;0.003940;0.255;0.127;0.712;0.340;4.180;3.870;3.191
198;0.003960;0.227;0.127;0.709;0.342;3.525;3.884;3.186
199;0.003980;0.193;0.128;0.676;0.344;3.437;3.898;3.192
200;0.004000;0.193;0.129;0.624;0.347;3.851;3.912;3.187
201;0.004020;0.166;0.130;0.586;0.349;3.455;3.925;3.188
202;0.004040;0.157;0.131;0.560;0.351;3.265;3.938;3.189
203;0.004060;0.170;0.132;0.531;0.353;3.508;3.951;3.194
204;0.004080;0.190;0.132;0.504;0.355;2.622;3.963;3.188
205;0.004100;0.180;0.133;0.500;0.358;2.787;3.975;3.188
206;0.004120;0.235;0.134;0.571;0.360;3.354;3.987;3.191
207;0.004140;0.320;0.135;0.667;0.362;3.514;3.998;3.190
208;0.004160;0.316;0.136;0.811;0.364;3.043;4.009;3.187
209;0.004180;0.268;0.136;0.921;0.366;3.867;4.020;3.186
210;0.004200;0.254;0.137;0.947;0.368;3.582;4.031;3.189
211;0.004220;0.247;0.138;0.925;0.371;4.056;4.041;3.188
212;0.004240;0.218;0.139;0.883;0.373;3.829;4.051;3.188
213;0.004260;0.211;0.140;0.828;0.375;3.380;4.061;3.188
214;0.004280;0.230;0.141;0.795;0.378;3.765;4.070;3.192
215;0.004300;0.220;0.141;0.775;0.380;3.602;4.080;3.189
216;0.004320;0.205;0.142;0.721;0.383;3.605;4.089;3.187
217;0.004340;0.181;0.143;0.688;0.385;3.235;4.098;3.189
218;0.004360;0.184;0.144;0.652;0.388;3.032;4.106;3.189
219;0.004380;0.178;0.145;0.591;0.390;3.397;4.115;3.191
220;0.004400;0.165;0.146;0.586;0.393;3.431;4.123;3.185
221;0.004420;0.183;0.146;0.641;0.395;3.690;4.130;3.190
222;0.004440;0.190;0.147;0.656;0.397;3.362;4.138;3.192
223;0.004460;0.154;0.148;0.610;0.400;3.948;4.145;3.186
224;0.004480;0.147;0.149;0.606;0.402;3.523;4.152;3.187
225;0.004500;0.178;0.149;0.615;0.405;2.882;4.159;3.190
226;0.004520;0.255;0.150;0.705;0.407;3.023;4.166;3.204
227;0.004540;0.199;0.151;0.745;0.409;2.693;4.172;3.189
228;0.004560;0.183;0.152;0.753;0.412;3.268;4.178;3.187
229;0.004580;0.240;0.152;0.807;0.414;3.913;4.184;3.190
230;0.004600;0.222;0.153;0.820;0.417;3.660;4.189;3.186
231;0.004620;0.195;0.154;0.791;0.419;3.701;4.195;3.198
232;0.004640;0.159;0.155;0.771;0.422;3.920;4.200;3.183
233;0.004660;0.141;0.155;0.712;0.424;3.336;4.205;3.189
234;0.004680;0.135;0.156;0.648;0.427;3.417;4.210;3.189
235;0.004700;0.146;0.157;0.624;0.429;2.994;4.215;3.189
236;0.004720;0.128;0.157;0.637;0.432;3.519;4.219;3.190
237;0.004740;0.124;0.158;0.597;0.434;5.891;4.223;3.187
238;0.004760;0.097;0.159;0.509;0.436;4.722;4.228;3.189
239;0.004780;0.082;0.159;0.460;0.439;4.016;4.232;3.199
240;0.004800;0.134;0.160;0.482;0.441;4.530;4.236;3.186
241;0.004820;0.168;0.160;0.551;0.443;4.671;4.240;3.188
242;0.004840;0.168;0.161;0.676;0.446;4.054;4.245;3.189
243;0.004860;0.149;0.161;0.723;0.448;4.255;4.249;3.192
244;0.004880;0.135;0.162;0.674;0.450;4.235;4.253;3.192
245;0.004900;0.121;0.163;0.593;0.453;4.151;4.257;3.187
246;0.004920;0.095;0.163;0.502;0.455;4.310;4.261;3.189
247;0.004940;0.091;0.164;0.450;0.457;4.178;4.264;3.187
248;0.004960;0.101;0.164;0.423;0.459;4.325;4.268;3.190
249;0.004980;0.097;0.164;0.379;0.462;4.056;4.272;3.189
250;0.005000;0.111;0.165;0.359;0.464;3.876;4.275;3.186
251;0.005020;0.124;0.165;0.381;0.466;4.418;4.279;3.189
252;0.005040;0.121;0.166;0.381;0.468;4.250;4.282;3.191
253;0.005060;0.095;0.166;0.328;0.470;4.341;4.286;3.188
254;0.005080;0.130;0.167;0.330;0.472;5.839;4.289;3.189
255;0.005100;0.142;0.167;0.344;0.473;3.891;4.292;3.187
256;0.005120;0.162;0.167;0.368;0.475;3.818;4.296;3.189
257;0.005140;0.157;0.168;0.396;0.477;4.503;4.299;3.187
258;0.005160;0.136;0.168;0.405;0.479;4.655;4.302;3.189
259;0.005180;0.133;0.168;0.419;0.480;4.911;4.305;3.190
260;0.005200;0.119;0.169;0.419;0.482;5.173;4.309;3.191
261;0.005220;0.107;0.169;0.372;0.484;4.744;4.312;3.183
262;0.005240;0.110;0.169;0.370;0.485;4.682;4.315;3.194
263;0.005260;0.186;0.169;0.406;0.487;5.715;4.319;3.185
264;0.005280;0.249;0.170;0.445;0.488;4.801;4.322;3.193
265;0.005300;0.256;0.170;0.504;0.489;3.292;4.326;3.185
266;0.005320;0.209;0.170;0.580;0.491;4.274;4.329;3.188
267;0.005340;0.171;0.171;0.597;0.492;4.609;4.332;3.190
268;0.005360;0.162;0.171;0.560;0.494;4.274;4.335;3.187
269;0.005380;0.158;0.171;0.535;0.495;4.345;4.338;3.187
270;0.005400;0.135;0.171;0.513;0.496;4.411;4.342;3.188
271;0.005420;0.144;0.172;0.489;0.498;5.550;4.345;3.188
272;0.005440;0.190;0.172;0.472;0.499;5.061;4.348;3.188
273;0.005460;0.287;0.172;0.509;0.500;4.541;4.351;3.186
274;0.005480;0.387;0.172;0.601;0.501;4.722;4.354;3.187
275;0.005500;0.323;0.173;0.650;0.503;3.759;4.357;3.189
276;0.005520;0.227;0.173;0.632;0.504;4.058;4.360;3.187
277;0.005540;0.201;0.173;0.615;0.505;5.345;4.363;3.187
278;0.005560;0.174;0.174;0.646;0.506;5.420;4.366;3.189
279;0.005580;0.210;0.174;0.641;0.508;4.548;4.369;3.189
280;0.005600;0.263;0.174;0.639;0.509;4.402;4.373;3.188
281;0.005620;0.274;0.175;0.677;0.510;4.235;4.376;3.188
282;0.005640;0.297;0.175;0.676;0.511;4.250;4.379;3.189
283;0.005660;0.247;0.175;0.615;0.513;4.102;4.382;3.189
284;0.005680;0.199;0.176;0.588;0.514;4.277;4.384;3.188
285;0.005700;0.196;0.176;0.591;0.515;4.982;4.387;3.188
286;0.005720;0.201;0.176;0.597;0.516;5.261;4.390;3.190
287;0.005740;0.264;0.177;0.657;0.518;4.660;4.393;3.188
288;0.005760;0.287;0.177;0.732;0.519;3.688;4.396;3.188
289;0.005780;0.309;0.177;0.797;0.520;4.085;4.399;3.190
290;0.005800;0.287;0.178;0.798;0.521;4.241;4.401;3.190
291;0.005820;0.231;0.178;0.718;0.523;4.215;4.404;3.188
292;0.005840;0.179;0.178;0.652;0.524;4.598;4.406;3.189
293;0.005860;0.162;0.179;0.630;0.525;4.909;4.409;3.189
294;0.005880;0.182;0.179;0.606;0.526;4.116;4.411;3.189
295;0.005900;0.204;0.180;0.575;0.528;3.605;4.414;3.189
296;0.005920;0.266;0.180;0.624;0.529;3.532;4.416;3.189
297;0.005940;0.301;0.180;0.665;0.530;3.303;4.418;3.190
298;0.005960;0.269;0.181;0.650;0.531;3.439;4.420;3.190
299;0.005980;0.204;0.181;0.650;0.533;4.411;4.421;3.186
300;0.006000;0.206;0.181;0.639;0.534;4.188;4.423;3.189
301;0.006020;0.176;0.182;0.608;0.535;4.019;4.425;3.191
302;0.006040;0.216;0.182;0.573;0.536;3.521;4.426;3.188
303;0.006060;0.233;0.183;0.566;0.537;3.635;4.427;3.188
304;0.006080;0.238;0.183;0.553;0.539;3.563;4.429;3.191
305;0.006100;0.163;0.183;0.520;0.540;3.900;4.430;3.189
306;0.006120;0.161;0.184;0.489;0.541;3.574;4.431;3.189
307;0.006140;0.161;0.184;0.469;0.542;3.043;4.431;3.189
308;0.006160;0.173;0.184;0.489;0.543;3.834;4.432;3.188
309;0.006180;0.176;0.185;0.491;0.544;3.646;4.432;3.190
310;0.006200;0.153;0.185;0.454;0.545;3.393;4.432;3.189
311;0.006220;0.176;0.185;0.469;0.546;3.561;4.433;3.187
312;0.006240;0.169;0.186;0.487;0.547;4.037;4.433;3.190
313;0.006260;0.211;0.186;0.478;0.548;3.025;4.432;3.191
314;0.006280;0.198;0.186;0.480;0.549;2.855;4.432;3.188
315;0.006300;0.249;0.187;0.558;0.550;3.160;4.432;3.189
316;0.006320;0.253;0.187;0.621;0.551;2.661;4.431;3.189
317;0.006340;0.205;0.187;0.623;0.552;3.241;4.430;3.189
318;0.006360;0.229;0.187;0.656;0.552;3.461;4.429;3.188
319;0.006380;0.216;0.188;0.681;0.553;3.417;4.427;3.188
320;0.006400;0.201;0.188;0.690;0.554;3.122;4.426;3.190
321;0.006420;0.180;0.188;0.667;0.555;2.997;4.425;3.188
322;0.006440;0.168;0.189;0.650;0.556;3.243;4.423;3.187
323;0.006460;0.182;0.189;0.656;0.557;4.314;4.421;3.189
324;0.006480;0.167;0.189;0.657;0.558;4.382;4.419;3.189
325;0.006500;0.166;0.189;0.643;0.558;3.593;4.417;3.187
326;0.006520;0.188;0.190;0.687;0.559;3.845;4.415;3.188
327;0.006540;0.239;0.190;0.813;0.560;4.058;4.413;3.188
328;0.006560;0.261;0.190;0.906;0.561;4.054;4.411;3.189
329;0.006580;0.211;0.191;0.934;0.562;3.845;4.409;3.187
330;0.006600;0.174;0.191;0.938;0.563;3.279;4.406;3.187
331;0.006620;0.177;0.191;0.928;0.564;3.214;4.404;3.189
332;0.006640;0.154;0.191;0.888;0.565;3.539;4.402;3.190
333;0.006660;0.135;0.192;0.828;0.566;3.633;4.399;3.186
334;0.006680;0.137;0.192;0.797;0.567;3.477;4.397;3.188
335;0.006700;0.145;0.192;0.749;0.568;3.865;4.394;3.190
336;0.006720;0.125;0.192;0.667;0.570;3.651;4.391;3.189
337;0.006740;0.116;0.192;0.595;0.571;3.296;4.388;3.188
338;0.006760;0.142;0.193;0.577;0.572;3.686;4.385;3.189
339;0.006780;0.131;0.193;0.571;0.573;4.052;4.383;3.189
340;0.006800;0.125;0.193;0.513;0.574;4.189;4.379;3.189
341;0.006820;0.123;0.193;0.504;0.575;4.026;4.377;3.188
342;0.006840;0.141;0.193;0.560;0.576;4.539;4.374;3.189
343;0.006860;0.134;0.193;0.595;0.577;3.986;4.371;3.189
344;0.006880;0.135;0.193;0.575;0.578;3.891;4.368;3.189
345;0.006900;0.134;0.193;0.551;0.579;4.173;4.365;3.188
346;0.006920;0.131;0.194;0.531;0.580;4.193;4.362;3.189
347;0.006940;0.097;0.194;0.485;0.581;4.120;4.359;3.189
348;0.006960;0.131;0.194;0.465;0.582;3.818;4.356;3.188
349;0.006980;0.124;0.194;0.482;0.583;4.005;4.353;3.189
350;0.007000;0.130;0.194;0.485;0.583;4.222;4.350;3.188
351;0.007020;0.125;0.194;0.461;0.584;4.479;4.348;3.188
352;0.007040;0.106;0.194;0.432;0.585;4.105;4.345;3.188
353;0.007060;0.125;0.194;0.450;0.586;4.067;4.342;3.188
354;0.007080;0.135;0.194;0.467;0.586;4.067;4.339;3.190
355;0.007100;0.138;0.194;0.439;0.587;3.898;4.336;3.189
356;0.007120;0.136;0.194;0.427;0.588;4.638;4.334;3.188
357;0.007140;0.168;0.194;0.478;0.588;4.257;4.331;3.190
358;0.007160;0.184;0.194;0.524;0.589;3.470;4.328;3.190
359;0.007180;0.147;0.194;0.536;0.589;4.521;4.326;3.187
360;0.007200;0.149;0.193;0.568;0.590;4.766;4.323;3.188
361;0.007220;0.144;0.193;0.555;0.590;5.098;4.320;3.190
362;0.007240;0.168;0.193;0.522;0.591;4.971;4.318;3.190
363;0.007260;0.212;0.193;0.502;0.591;4.627;4.316;3.187
364;0.007280;0.246;0.193;0.540;0.592;4.786;4.314;3.189
365;0.007300;0.285;0.193;0.632;0.592;5.034;4.311;3.189
366;0.007320;0.298;0.193;0.725;0.593;4.554;4.310;3.190
367;0.007340;0.225;0.193;0.753;0.593;5.411;4.308;3.187
368;0.007360;0.168;0.193;0.709;0.594;5.204;4.306;3.188
369;0.007380;0.156;0.193;0.654;0.594;4.400;4.305;3.191
370;0.007400;0.146;0.193;0.557;0.595;4.409;4.303;3.189
371;0.007420;0.135;0.193;0.493;0.595;4.603;4.302;3.186
372;0.007440;0.212;0.193;0.526;0.596;5.191;4.301;3.189
373;0.007460;0.263;0.193;0.582;0.596;5.154;4.300;3.189
374;0.007480;0.286;0.193;0.628;0.596;5.504;4.299;3.188
375;0.007500;0.270;0.193;0.688;0.597;5.030;4.298;3.187
376;0.007520;0.234;0.193;0.703;0.597;5.043;4.297;3.189
377;0.007540;0.264;0.193;0.725;0.598;5.643;4.297;3.189
378;0.007560;0.321;0.193;0.758;0.598;5.325;4.296;3.188
379;0.007580;0.320;0.193;0.822;0.598;4.446;4.296;3.188
380;0.007600;0.295;0.193;0.881;0.599;3.962;4.296;3.189
381;0.007620;0.274;0.193;0.910;0.599;3.962;4.296;3.189
382;0.007640;0.214;0.193;0.905;0.600;4.105;4.296;3.187
383;0.007660;0.202;0.193;0.872;0.601;3.860;4.295;3.189
384;0.007680;0.234;0.193;0.894;0.601;4.257;4.295;3.188
385;0.007700;0.270;0.193;0.936;0.602;4.153;4.295;3.188
386;0.007720;0.225;0.194;0.879;0.603;3.972;4.294;3.188
387;0.007740;0.236;0.194;0.804;0.603;3.869;4.294;3.189
388;0.007760;0.215;0.194;0.738;0.604;4.255;4.294;3.190
389;0.007780;0.194;0.194;0.652;0.605;3.907;4.293;3.189
390;0.007800;0.177;0.194;0.604;0.606;3.376;4.293;3.187
391;0.007820;0.181;0.194;0.597;0.606;3.358;4.292;3.188
